Building & Room ID,Building Name,Floor, Room size (SF),Department,Room Use Code,Actual Stations,Furniture Type,Space Category,Comments,Room Photo1,Room Photo2,Room Photo3,Room Photo4,Occupants,Function Comment
042-A 0001-00,Anderson Aquatic Center,0,0,115600-CSM-Kinesiology & Public Hlth,521 - Athletic or Physical Education - Outdoor,30,00 Unapplicable,8 Indoor Recreation,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F042-A%2F042-A%200001-00.Room%20Photo1.174245.jpg&appVersion=1.000082&signature=0a722c269106556a58d79da6d6f306c53bb2960d103f9668d47bae4e35d410a1,,,, ,
033-0 0387-A0,Clyde P. Fisher Science Hall,2,148.65,115100-CSM-Biological Sciences,250 - Research Lab,2,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200387-A0.Room%20Photo1.200510.jpg&appVersion=1.000082&signature=bec144ee462da4022f7d62c0be6d0926f3e85d24fd3d88aa8bced3448566609a,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200387-A0.Room%20Photo2.200510.jpg&appVersion=1.000082&signature=eb34963839ee7c0bcfc4aa109557d5ce3232c0280ed650c5568d3cc3d6eb6ad8,,,"Greenlee-Wacker, Mallary (CSM-BIO)",
033-0 0387-00,Clyde P. Fisher Science Hall,2,491.45,115100-CSM-Biological Sciences,250 - Research Lab,8,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200387-00.Room%20Photo1.200352.jpg&appVersion=1.000082&signature=62883d3ba078614589a18eb5c0001b59313609b41b827af07a8b1097aaa5a3ce,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200387-00.Room%20Photo2.200352.jpg&appVersion=1.000082&signature=6a2b1cbbdf93407eb31b85520f876bc6fab218a232c12295c823496b7f61f521,,,"Greenlee-Wacker, Mallary (CSM-BIO)",
033-0 0386-00,Clyde P. Fisher Science Hall,2,164.07,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,Contains 2 Bio safety cabinets,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200386-00.Room%20Photo1.200226.jpg&appVersion=1.000082&signature=02c6bd45ac4be77b25ae196a7ab286e0c9c035e24f7b9571bdd964341a8c2a8d,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200386-00.Room%20Photo2.200226.jpg&appVersion=1.000082&signature=d4862e2bf6ac6b91a587919a052f69bdc793eeba58c6a73674b7408a83c78982,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200386-00.Room%20Photo3.200226.jpg&appVersion=1.000082&signature=3ef4267f27300d92f6f17ff315f99ff6fb3caecb1a23b816a52a3cdc726a1721,, ,
033-0 0383-00,Clyde P. Fisher Science Hall,2,109.35,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200383-00.Room%20Photo1.194750.jpg&appVersion=1.000082&signature=cea69c56cd6ab40f4e2e391b45f68b69c3287047e0ccaa4bd70fa33945bc8291,,,,"Hendricks, Steven (CSM-BIO)",
033-0 0382-00,Clyde P. Fisher Science Hall,2,116.37,115100-CSM-Biological Sciences,311 - Staff Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200382-00.Room%20Photo1.193847.jpg&appVersion=1.000082&signature=1b14d4fd13c1e948cf94054a84a36051041cddaa615effb6e0837dfe0eb11fc1,,,,"Moylan, Thomas (CSM-CCMS)",
033-0 0381-A0,Clyde P. Fisher Science Hall,2,89.59,115100-CSM-Biological Sciences,760 - Hazardous Materials Storage,0,00 Unapplicable,13 Other Academic Space,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200381-A0.Room%20Photo1.195813.jpg&appVersion=1.000082&signature=0aadfe4c27a5791f43c6ed012c2be3093b4856172b192757e0d2aafb9d313426,,,, ,
033-0 0381-00,Clyde P. Fisher Science Hall,2,859.43,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200381-00.Room%20Photo1.195741.jpg&appVersion=1.000082&signature=0d6255d3e7876d400ca0f930fb75c2c22275671e940df6f5d3745461a3391ae6,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200381-00.Room%20Photo2.195741.jpg&appVersion=1.000082&signature=adace491bab2efa60b39be9ec2d031b8466703d95712f37cca2b18b334d4aab7,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200381-00.Room%20Photo3.195741.jpg&appVersion=1.000082&signature=f44e2688cff66bd9d93396ea7b1dcd2e611bb0698337ca3ffb8df826aefb531c,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200381-00.Room%20Photo4.195742.jpg&appVersion=1.000082&signature=6847f7ceff7cabe3812f3adb40c790cd1ecc5fcf4faddb4a3fb55e3f49471616, ,
033-0 0380-00,Clyde P. Fisher Science Hall,2,101.97,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,Sarah Gravem office,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200380-00.Room%20Photo1.195623.jpg&appVersion=1.000082&signature=27dabb1dc4e576b48de55f7b947271f736ea5a467b71c42b262d0352c8cfbee7,,,, ,
033-0 0379-00,Clyde P. Fisher Science Hall,2,107.28,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200379-00.Room%20Photo1.195510.jpg&appVersion=1.000082&signature=36cd5cab9467dd1273102df6125e81ada9d19df27d0c6f6b6fef0cbf47bc6a95,,,,"Greenlee-Wacker, Mallary (CSM-BIO)",
033-0 0378-00,Clyde P. Fisher Science Hall,2,102.01,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200378-00.Room%20Photo1.195420.jpg&appVersion=1.000082&signature=f78c8b3ee892e33eb055c550cdd307ec5ff9b5a10b133771fc35468e399b6e14,,,,"White, Crow (CSM-BIO)",
033-0 0377-00,Clyde P. Fisher Science Hall,2,103.03,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200377-00.Room%20Photo1.194956.jpg&appVersion=1.000082&signature=1e9f9a92ba40deb10f83c69e97f47acf49a417d01a2ebad2ca50ab80b4239db5,,,,"Blank, Jason (CSM-BIO)",
033-0 0376-00,Clyde P. Fisher Science Hall,2,103.03,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200376-00.Room%20Photo1.194847.jpg&appVersion=1.000082&signature=f6f9996dbf44023009fcb314a68ad5345bc3d3b8690eaeddea7c64d871dcc2a6,,,,"Grossenbacher, Dena (CSM-BIO)",
033-0 0375-00,Clyde P. Fisher Science Hall,2,104.14,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200375-00.Room%20Photo1.194656.jpg&appVersion=1.000082&signature=f96d92d56ed2e353e4ba45fa7ace0ed3fd164e10479aa8096ded1a12127ff0d4,,,,"Liwanag, Heather (CSM-BIO)",
033-0 0374-00,Clyde P. Fisher Science Hall,2,104.1,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200374-00.Room%20Photo1.194607.jpg&appVersion=1.000082&signature=7f963bf5152d4fd0a301cea63430c8d2187fd7811ca54708ed06fd20927dbc6a,,,,"Fidopiastis, Pat (CSM-BIO)",
033-0 0373-00,Clyde P. Fisher Science Hall,2,172.54,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200373-00.Room%20Photo1.194524.jpg&appVersion=1.000082&signature=617c26e72355ea7a0350e5443e3b35081fcf1b5035ebb94f82e6fb8588bd6883,,,,"Ritter, Matt (CSM-BIO)",
033-0 0372-00,Clyde P. Fisher Science Hall,2,107.46,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200372-00.Room%20Photo1.194440.jpg&appVersion=1.000082&signature=186feb13414a45ab645b134d12ea3326d71ac12113446a658e56b7be692b637e,,,,"Ruttenberg, Ben (CSM-BIO)",
033-0 0371-00,Clyde P. Fisher Science Hall,2,114.12,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200371-00.Room%20Photo1.194355.jpg&appVersion=1.000082&signature=d18cee51ffab37dec0b5fa308fe181e63499d0da84de396f777a61ee522ab51c,,,,"Adams, Nikki (CSM-BIO)",
033-0 0370-00,Clyde P. Fisher Science Hall,2,119.05,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200370-00.Room%20Photo1.194309.jpg&appVersion=1.000082&signature=14d29b2c1c5795db9cc2be01546c2bd5d530a6d9ef73e0856539199264b11ff6,,,,"Kolluru, Gita (CSM-BIO)",
033-0 0369-00,Clyde P. Fisher Science Hall,2,113.46,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200369-00.Room%20Photo1.194224.jpg&appVersion=1.000082&signature=2b7056c932d4159e14627e80dace33e4dcdf6ea388b88a543b23768db139017e,,,,"Francis, Clinton (CSM-BIO)",
033-0 0368-00,Clyde P. Fisher Science Hall,2,175.31,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200368-00.Room%20Photo1.194124.jpg&appVersion=1.000082&signature=c064688260440b57342e9c609fd367cb90e9540f21ad32ee108c10cd6686ab2f,,,,"Jew, Kara (CSM-BIO);Neal, Emily (CSM-BIO)",
033-0 0367-00,Clyde P. Fisher Science Hall,2,102.09,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200367-00.Room%20Photo1.193946.jpg&appVersion=1.000082&signature=845cc7233c7828dc7205b1487a504b322d0d2c7f621b36fb6a6944ec009c5be1,,,,"Rajakaruna, Nishi (CSM-BIO)",
033-0 0366-00,Clyde P. Fisher Science Hall,2,102.12,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200366-00.Room%20Photo1.193748.jpg&appVersion=1.000082&signature=de451a030e8727a745f739dcb6e50d2e07716376519fd046770a1f41e115670b,,,,"Bunting, Jamie (CSM-BIO)",
033-0 0365-00,Clyde P. Fisher Science Hall,2,101.04,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200365-00.Room%20Photo1.193654.jpg&appVersion=1.000082&signature=0a2109de8738befed7f79ffb2a54bc67c9408b2c7cfcdedda3a2171c161c9f6a,,,,"Dann, Delaney (CSM-BIO)",
033-0 0364-00,Clyde P. Fisher Science Hall,2,101.04,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200364-00.Room%20Photo1.193550.jpg&appVersion=1.000082&signature=aebc17733911d97c071e0b7fa1c50902bcc257b3d1d73f196b93031b9bc13fcd,,,,"Knight, Charles (CSM-BIO)",
033-0 0363-00,Clyde P. Fisher Science Hall,2,100.04,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200363-00.Room%20Photo1.193505.jpg&appVersion=1.000082&signature=64c1574544d246af6b02d74462ebeef2ae97928ae5687f1de1f6c9fda6572849,,,,"Trunzo, Juliana (CSM-BIO)",
033-0 0362-00,Clyde P. Fisher Science Hall,2,105.21,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200362-00.Room%20Photo1.193358.jpg&appVersion=1.000082&signature=0b557314d5ae4f4ea5346ea02a642456b07159e422ea5121a2d299897642fd01,,,,"Yeung, Marie (CSM-BIO)",
033-0 0361-00,Clyde P. Fisher Science Hall,2,100,115100-CSM-Biological Sciences,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200361-00.Room%20Photo1.193301.jpg&appVersion=1.000082&signature=6ce3df8adf57abc5d3660d31e5b54369d224ed7e2681b8593274cc0b25ebacb8,,,,"Yost, Jenn (CSM-BIO)",
033-0 0359-00,Clyde P. Fisher Science Hall,2,1019.48,115100-CSM-Biological Sciences,620 - Museum and Galleries,1,03 Blt-In,10 Assembly + Exhibit Space,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200359-00.Room%20Photo1.204641.jpg&appVersion=1.000082&signature=50fd03e72666f83269530a0ea3e0bcc433bf20673ee4ee5e19d5c205a2f3bfa7,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200359-00.Room%20Photo2.204641.jpg&appVersion=1.000082&signature=33581e56513b15cf82b88c92009c06db8107424ee57d654cbd47cdf52bbe9083,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200359-00.Room%20Photo3.204641.jpg&appVersion=1.000082&signature=f980fe3f1267634f8f05d053f71d279e4ee531f0abaafa587b6629fa8fc27292,,"Yost, Jenn (CSM-BIO)",
033-0 0358-00,Clyde P. Fisher Science Hall,2,331.69,115100-CSM-Biological Sciences,350 - Conference Room,10,01 Tbl/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200358-00.Room%20Photo1.204746.jpg&appVersion=1.000082&signature=46361c206ba6d9b5df3af1a4c8c40eedf6797ee914d8d79bba8e224ace4b6648,,,,,
033-0 0387-B0,Clyde P. Fisher Science Hall,2,51,115100-CSM-Biological Sciences,250 - Research Lab,2,00 Unapplicable,4 Research Laboratories,2 bio safety cabinets,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200387-B0.Room%20Photo1.200644.jpg&appVersion=1.000082&signature=688fc451b3d56640398c8e0a6ddab05f8c4d908c835d7970096a0a17d2b81cba,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200387-B0.Room%20Photo2.200644.jpg&appVersion=1.000082&signature=6c5646f6eb1de5de75e331018c712de1da308c3d5d4a3819b0b29356d6a49e45,,,"Greenlee-Wacker, Mallary (CSM-BIO)",
033-0 0388-00,Clyde P. Fisher Science Hall,2,522.45,115100-CSM-Biological Sciences,250 - Research Lab,6,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200388-00.Room%20Photo1.202340.jpg&appVersion=1.000082&signature=0c6a75ebea4b829d984163493861cec98bfd0c9e28266c0e9d28a52847222a32,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200388-00.Room%20Photo2.202340.jpg&appVersion=1.000082&signature=e1c34239a27dd38a6a9ae2c2754e4db1766af7a1b1e0f13459c09194cdbfbe8f,,,"Blank, Jason (CSM-BIO)",
033-0 0389-00,Clyde P. Fisher Science Hall,2,495.41,115100-CSM-Biological Sciences,250 - Research Lab,6,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200389-00.Room%20Photo1.202520.jpg&appVersion=1.000082&signature=9bb676e8a49e2bf321c3f2d6e45332c74d3e4e6a58e958aae2a352a698a85b73,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200389-00.Room%20Photo2.202520.jpg&appVersion=1.000082&signature=56e0c059b8fcd75a0bd97531b385f85f003be936de5fafff505cf3d5cbebafd4,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200389-00.Room%20Photo3.202520.jpg&appVersion=1.000082&signature=1014b6fd109075441821a9785c2abc500d078a828d2effad118bb9f6c77fd04e,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200389-00.Room%20Photo4.202521.jpg&appVersion=1.000082&signature=295f1d7a5418f1d856191f5e6f80f5c770c26083b1f6d75aca3958decc2646c3,"Black, Michael (CSM-BIO)",
033-0 0390-00,Clyde P. Fisher Science Hall,2,1015.11,115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200390-00.Room%20Photo1.175455.jpg&appVersion=1.000082&signature=d387510bfb31257902958ef47ea0cdac215314eba50362eef70b8a57662d4d62,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200390-00.Room%20Photo2.175455.jpg&appVersion=1.000082&signature=eaeeea3b9fc0e3a0fd5e7e9caa25d732201fdcc8b29064762d1ffdeed8b34f4f,,,,
033-0 0473-00,Clyde P. Fisher Science Hall,3,426.78,115100-CSM-Biological Sciences,250 - Research Lab,6,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200473-00.Room%20Photo1.170606.jpg&appVersion=1.000082&signature=4e560c2750ee61061b8b4fd899e94b90538e78ab97dfbfbf05427e43deed1567,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200473-00.Room%20Photo2.170606.jpg&appVersion=1.000082&signature=7ced2afed890f446adbbd56ac52f4d054998942cb693eccfbac30f7992b8e48b,,,"Liwanag, Heather (CSM-BIO)",
033-0 0472-00,Clyde P. Fisher Science Hall,3,426.78,115100-CSM-Biological Sciences,250 - Research Lab,6,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200472-00.Room%20Photo1.170753.jpg&appVersion=1.000082&signature=97c5d73e194388d1f05cbbeca6fc02279c67c860f3d8f17e8a10b6c64ff0fcf6,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200472-00.Room%20Photo2.170753.jpg&appVersion=1.000082&signature=61da7ead2847495496a085075c68d88c8722ab5d4f6155619de3ba28710365ca,,,"Strand, Christy (CSM-BIO)",
033-0 0471-00,Clyde P. Fisher Science Hall,3,171.76,115100-CSM-Biological Sciences,250 - Research Lab,2,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200471-00.Room%20Photo1.170920.jpg&appVersion=1.000082&signature=ebe111e605dcef57fcb6c3e41215f66994610e0254b588124e98b19ad74e12da,,,,"Yeung, Marie (CSM-BIO)",
033-0 0470-00,Clyde P. Fisher Science Hall,3,202.5,115100-CSM-Biological Sciences,250 - Research Lab,2,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200470-00.Room%20Photo1.171044.jpg&appVersion=1.000082&signature=df1400679372542775556f541bd8a8ec0094919eac336855914fee7adaa9b6ee,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200470-00.Room%20Photo2.171044.jpg&appVersion=1.000082&signature=43952b181597be72c14349240984cd1d431ff55cc1bf441bd483cbeab21df3a1,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200470-00.Room%20Photo3.171044.jpg&appVersion=1.000082&signature=740fac069811c98642595e8ac6365af5a25e96ba1db38a83cb872cfb4e7d5867,,"Yeung, Marie (CSM-BIO)",
033-0 0469-00,Clyde P. Fisher Science Hall,3,174.37,115100-CSM-Biological Sciences,211 - Special Instruction,0,03 Blt-In,3 Open Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200469-00.Room%20Photo1.171226.jpg&appVersion=1.000082&signature=564f8897c4ae310a474bd963f81a92fb90ed31de52e1d738777f57cabda2c757,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200469-00.Room%20Photo2.171226.jpg&appVersion=1.000082&signature=f181fb3922946336618b6b354518dfb70a217017a9ccfbbca322e914d7fbc505,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200469-00.Room%20Photo3.171226.jpg&appVersion=1.000082&signature=b8803798de717549d620642ee8f81f99cd00567e141ad33c69fddbda90097b92,,,
033-0 0468-A0,Clyde P. Fisher Science Hall,3,304.33,115100-CSM-Biological Sciences,211 - Special Instruction,0,00 Unapplicable,3 Open Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200468-A0.Room%20Photo1.171329.jpg&appVersion=1.000082&signature=16b6a8a3da23ca678415ca0b3cb53eac32eb6e5231e4c80e1dc4e8a93fc56a93,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200468-A0.Room%20Photo2.171329.jpg&appVersion=1.000082&signature=e8ef6886f3a78d5482330b4c66173f2468f24c51795bc25dd83b410e8c119ff0,,,,
033-0 0468-00,Clyde P. Fisher Science Hall,3,941.69,115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200468-00.Room%20Photo1.180726.jpg&appVersion=1.000082&signature=6551db51b3e6fe557e21f57a96ad28e87c0c2eabae236e08b3d7a5de6e83f60f,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200468-00.Room%20Photo2.180726.jpg&appVersion=1.000082&signature=75329c3f2a9ae3bad8ee1ce2bd4980fb5d8678bd023bb0d037103536cc494512,,,,
