Building & Room ID,Building Name,Floor, Room size (SF),Department,Room Use Code,Actual Stations,Furniture Type,Space Category,Comments,Room Photo1,Room Photo2,Room Photo3,Room Photo4,Occupants,Function Comment
180-0 0538-A0,Warren J. Baker Center for Science and Mathematics,5,95.3,115200-CSM-Chemistry & Biochemistry,311 - Staff Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200538-A0.Room%20Photo1.181149.jpg&appVersion=1.000082&signature=1652f07033cf43b3fd5ccf6caf2ed9d2b60cc1fe1261d5a35ce8b2166481cce2,,,,,
180-0 0540-00,Warren J. Baker Center for Science and Mathematics,5,878.68,115200-CSM-Chemistry & Biochemistry,211 - Special Instruction,0,00 Unapplicable,3 Open Laboratories,Western Coatings,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200540-00.Room%20Photo1.180545.jpg&appVersion=1.000082&signature=17cb8e1a847cdc4bf48aacfe6565687e757e99707863f125564ff2ab7f4b6d40,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200540-00.Room%20Photo2.180545.jpg&appVersion=1.000082&signature=17bcedb04abcd5534f9faa05d0e082b50b7bc67d17898f0fb481e7d02f2d4f2b,,,,
180-0 0542-00,Warren J. Baker Center for Science and Mathematics,5,881.08,115200-CSM-Chemistry & Biochemistry,211 - Special Instruction,0,00 Unapplicable,3 Open Laboratories,Western Coatings,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200542-00.Room%20Photo1.180830.jpg&appVersion=1.000082&signature=66f0b727ffcc4636bb5c2597d4e7380a68ab57dca769ebe54833dd5e55fb7c00,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200542-00.Room%20Photo2.180830.jpg&appVersion=1.000082&signature=01f9df03367266c484827d6535608373524d4e064f3fc150a702d7d1d029a4e8,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200542-00.Room%20Photo3.180830.jpg&appVersion=1.000082&signature=96c9fcccc347d733bfad60bd64226425cf81bd39e5ba9d8e7e5882259b07c2a6,,,
180-0 0561-00,Warren J. Baker Center for Science and Mathematics,5,265.87,115200-CSM-Chemistry & Biochemistry,780 - General Storage,0,00 Unapplicable,13 Other Academic Space,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200561-00.Room%20Photo1.174131.jpg&appVersion=1.000082&signature=d5503a36431bac730bd9095a098a8cabcf4524a65b1adaeab2910ccd583504f8,,,,,
180-0 0615-00,Warren J. Baker Center for Science and Mathematics,6,108.71,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200615-00.Room%20Photo1.175602.jpg&appVersion=1.000082&signature=960b77a4557aab2e592f42eb9b0e377a984cc90bd55d0a9c040679656e948d0c,,,,"Gillen, Katharina (CSM-PHYS)",
180-0 0600-A0,Warren J. Baker Center for Science and Mathematics,6,"1,164.32",115500-CSM-Physics,651 - Collaborative Learning/Study,30,00 Unapplicable,7 Library + Study Space,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200600-A0.Room%20Photo1.174846.jpg&appVersion=1.000082&signature=4af4f343f8cfcf296d1cd065d25c00d83e1b193b1a729a6f7ff7448d63e54b49,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200600-A0.Room%20Photo2.174846.jpg&appVersion=1.000082&signature=b6ba06ca5d42acd43210182d9a7d09daf56e5a04cff56fb701809187c008270a,,,,
180-0 0604-00,Warren J. Baker Center for Science and Mathematics,6,108.67,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200604-00.Room%20Photo1.175915.jpg&appVersion=1.000082&signature=9663383715ae6bf1a7839f1da52fe5ac1fda8d0ae27c401f2121e66cadd72b3c,,,,"Jeffery, Elizabeth (CSM-PHYS)",
180-0 0605-00,Warren J. Baker Center for Science and Mathematics,6,108.72,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200605-00.Room%20Photo1.180002.jpg&appVersion=1.000082&signature=335e9f8f68e8d54e6df966d38e3d8442229760decb291895b10b8289d1726818,,,,"Jacks, Hilary (CSM-PHYS)",
180-0 0606-00,Warren J. Baker Center for Science and Mathematics,6,102.48,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200606-00.Room%20Photo1.180053.jpg&appVersion=1.000082&signature=4014b96e0d91b611d0c201620b16e124d9a25fcb57a69f8e1042128f498c08eb,,,,"Villafana, Lizvette (CSM-PHYS)",
180-0 0607-00,Warren J. Baker Center for Science and Mathematics,6,105.39,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200607-00.Room%20Photo1.180141.jpg&appVersion=1.000082&signature=9a5ffd5a9750e9abe3a699fd4e61c7a4887e6e59f5bc4d8b63be95fe6e24370f,,,,"Garcia, Antonio (CSM-PHYS)",
180-0 0608-00,Warren J. Baker Center for Science and Mathematics,6,105.43,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200608-00.Room%20Photo1.180235.jpg&appVersion=1.000082&signature=7fcdc1e3ae9cd80a5d2ae89e69ff70ac73ae4ccedd5053a3db1645c891bc7125,,,,"Schwartz, Peter (CSM-PHYS)",
180-0 0609-00,Warren J. Baker Center for Science and Mathematics,6,105.39,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200609-00.Room%20Photo1.180330.jpg&appVersion=1.000082&signature=e7654205c9919948db450407bb77dcd9510ad6a4f77fcdf1bdf741824454c08b,,,,"Mastoridis, Themis (CSM-PHYS)",
180-0 0610-00,Warren J. Baker Center for Science and Mathematics,6,108.7,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200610-00.Room%20Photo1.180410.jpg&appVersion=1.000082&signature=f0b7d66b2a78a35f48393544df22e17600336bcb8fe52b3b9dd89e0d9708b519,,,,"Ríos, Laura (CSM-PHYS)",
180-0 0611-00,Warren J. Baker Center for Science and Mathematics,6,105.41,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200611-00.Room%20Photo1.180452.jpg&appVersion=1.000082&signature=8c69a4e6ff68f8e54cd29e39ee73efa0da465a578ed7090e17ae42af842ef438,,,,"Gutierrez, Thomas (CSM-PHYS)",
180-0 0612-00,Warren J. Baker Center for Science and Mathematics,6,102.54,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200612-00.Room%20Photo1.180544.jpg&appVersion=1.000082&signature=e0c7b4954645287deb553386ef7ce3363f4ca3bcdf0d3c06a5c89e8ad3677ea7,,,,"Gillen, Glen (CSM-PHYS)",
180-0 0613-00,Warren J. Baker Center for Science and Mathematics,6,94.93,117500-CSM-College of Science & Math,720 - Equip Maintenance/Repair Shop,0,00 Unapplicable,13 Other Academic Space,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200613-00.Room%20Photo1.175735.jpg&appVersion=1.000082&signature=bb207327a0a959be807585df7c3fa73d4748402bb5926c211d9d30fea66cb2ac,,,,,
180-0 0600-B0,Warren J. Baker Center for Science and Mathematics,6,902.39,115500-CSM-Physics,651 - Collaborative Learning/Study,30,01 Tbl/Ch,7 Library + Study Space,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200600-B0.Room%20Photo1.175812.jpg&appVersion=1.000082&signature=b549681486af3dd09da6d7ac91b904510bd6cb53f1a0c2926fbcbc9c5cb542d2,,,,,
180-0 0409-00,Warren J. Baker Center for Science and Mathematics,4,105.39,115200-CSM-Chemistry & Biochemistry,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200409-00.Room%20Photo1.203309.jpg&appVersion=1.000082&signature=980a1a52523063b0e4424785537ffc096b44c2d47d61f1962e43509f68cdc47b,,,,"Eagon, Scott (CSM-CHEM)",
180-0 0414-00,Warren J. Baker Center for Science and Mathematics,4,107.82,115200-CSM-Chemistry & Biochemistry,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,,,,,"Chik, Jennifer (CSM-CHEM)",
180-0 0407-00,Warren J. Baker Center for Science and Mathematics,4,105.39,115200-CSM-Chemistry & Biochemistry,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200407-00.Room%20Photo1.203040.jpg&appVersion=1.000082&signature=4846b12fd6ec6a3ff801cda8cc3e1b82aa245490355d840d2f4b342eb6de0917,,,,"Zeitler, Sarah (CSM-CHEM)",
180-0 0262-S1,Warren J. Baker Center for Science and Mathematics,2,1544.79,115500-CSM-Physics,210 - Teaching Lab,36,04 Dsk/Ch,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200262-S1.Room%20Photo1.171146.jpg&appVersion=1.000082&signature=622e14e32158d8c607724afddd61de9ae9b29f8e9d978205434140380871b142,,,,,
180-0 0262-S3,Warren J. Baker Center for Science and Mathematics,2,410.97,115500-CSM-Physics,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200262-S3.Room%20Photo1.171212.jpg&appVersion=1.000082&signature=342f3e3dc304833327b20d55dc62cc73b5d020549bdc40135d33e43a9b39dc9d,,,,,
180-0 0263-00,Warren J. Baker Center for Science and Mathematics,2,467.31,115500-CSM-Physics,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200263-00.Room%20Photo1.171341.jpg&appVersion=1.000082&signature=fd3c5e21bc402faf9351fad6c3d0f58a27c6dd1adc42a24bdeeb19f73b0e6b34,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200263-00.Room%20Photo2.171341.jpg&appVersion=1.000082&signature=814380a684cbdd03d7084ad006d90a2699a093559624afcf39fa10149300f686,,,,
180-0 0263-A0,Warren J. Baker Center for Science and Mathematics,2,121.5,115500-CSM-Physics,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200263-A0.Room%20Photo1.171432.jpg&appVersion=1.000082&signature=1daf944c7ae91fdd3db2cd088d8814a25b37f00e507dd499883bbdc4be450385,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200263-A0.Room%20Photo2.171432.jpg&appVersion=1.000082&signature=6e741b996e88eaf1549cf5dda337ae9165a811b085102e548b2d8d74529f496f,,,,
180-0 0264-00,Warren J. Baker Center for Science and Mathematics,2,294.75,115500-CSM-Physics,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200264-00.Room%20Photo1.171523.jpg&appVersion=1.000082&signature=86c56406a7d1ec93ad81e2f95d2a32041d8292576a4a6ea6325a85a7984a3a79,,,,,
180-0 0265-S0,Warren J. Baker Center for Science and Mathematics,2,218.45,115500-CSM-Physics,110 - Lecture,36,01 Tbl/Ch,1 Classrooms,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200265-S0.Room%20Photo1.171635.jpg&appVersion=1.000082&signature=610515e75f574e6de0c7ef26c27d0dd0b3b86f30bd0ab4c971fd3ed8a1d804b1,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200265-S0.Room%20Photo2.171635.jpg&appVersion=1.000082&signature=52a48323c2689d5608735965abff68029ddf3edba963544e9b61bc822cdba803,,,,
180-0 0265-S1,Warren J. Baker Center for Science and Mathematics,2,"1,449.54",115500-CSM-Physics,210 - Teaching Lab,36,04 Dsk/Ch,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200265-S1.Room%20Photo1.171700.jpg&appVersion=1.000082&signature=b86e510abf595da84635e8e854dafbe9ce8146caf0898fc5479f160b8bfe6d28,,,,,
180-0 0265-S3,Warren J. Baker Center for Science and Mathematics,2,220.2,115500-CSM-Physics,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200265-S3.Room%20Photo1.171727.jpg&appVersion=1.000082&signature=1e2d347353fd9ffb799417642fc4b94cd78fce3297aa5b34bca8f2d7e8d411db,,,,,
180-0 0266-00,Warren J. Baker Center for Science and Mathematics,2,"1,016.49",115500-CSM-Physics,210 - Teaching Lab,24,01 Tbl/Ch,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200266-00.Room%20Photo1.195529.jpg&appVersion=1.000082&signature=7fb5ac5bfa204c12729adf5d1ab9e45838a8e8b6d3d9aa493af55168597da303,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200266-00.Room%20Photo2.195529.jpg&appVersion=1.000082&signature=bb8720cfba54fe800232f651a5e6ddbbf745d0e622d456f854834965e5cba75f,,,,
180-0 0268-00,Warren J. Baker Center for Science and Mathematics,2,419.86,115500-CSM-Physics,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200268-00.Room%20Photo1.171909.jpg&appVersion=1.000082&signature=3ee3cde06c1c6e4bfbf04a21b254943b25c1a36a2f35bf834de32b7a94c24011,,,,,
180-0 0262-S0,Warren J. Baker Center for Science and Mathematics,2,323.6,115500-CSM-Physics,110 - Lecture,36,01 Tbl/Ch,1 Classrooms,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200262-S0.Room%20Photo1.171122.jpg&appVersion=1.000082&signature=8d87453d1338b5d9c3d73365e3c717ff76ad1f064da410d4f1c0438706dbbafe,,,,,
180-0 0269-00,Warren J. Baker Center for Science and Mathematics,2,"1,025.38",115500-CSM-Physics,210 - Teaching Lab,24,01 Tbl/Ch,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200269-00.Room%20Photo1.172247.jpg&appVersion=1.000082&signature=e93e3f58451e6d53fc5c28225a51ca149dc9ebc1b1aef984ff35e6c5f1de4a32,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200269-00.Room%20Photo2.172247.jpg&appVersion=1.000082&signature=88855293e889c3e6eeff78dc53a6bc1c371d635b042f1a84401627acadbf639a,,,,
180-0 0271-00,Warren J. Baker Center for Science and Mathematics,2,470.71,115500-CSM-Physics,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200271-00.Room%20Photo1.172638.jpg&appVersion=1.000082&signature=b3dd2cc046d939cbcdb41c5bcbf735b65eea71f1e0c79e70d4e977899b23f4b4,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200271-00.Room%20Photo2.172638.jpg&appVersion=1.000082&signature=14206fc490f1f23078c2790174b89e991bda2c5b1b57c92646c61200f707a918,,,"Thompson, Kevin (CSM-PHYS)",
180-0 0271-A0,Warren J. Baker Center for Science and Mathematics,2,106.54,115500-CSM-Physics,311 - Staff Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200271-A0.Room%20Photo1.172739.jpg&appVersion=1.000082&signature=e983e4970b841e2339415b01a4f93ff08a7d32cb9b7a91df26c6da04819483cc,,,,"Thompson, Kevin (CSM-PHYS)",
180-0 0272-00,Warren J. Baker Center for Science and Mathematics,2,"1,091.59",115300-CSM-Statistics,210 - Teaching Lab,36,10 Computer Wrkst,2 Class Laboratories,Shared with physics,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200272-00.Room%20Photo1.172517.jpg&appVersion=1.000082&signature=c2099f735c3a81207d06494ada58fb3eb2730e7c404591e7ffc74f38b7ca9928,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200272-00.Room%20Photo2.172517.jpg&appVersion=1.000082&signature=9fd1fe8642b08d300fa06081a0d1f73cdc8c73daa187924ef70ca0ba2df7d379,,,,
180-0 0273-00,Warren J. Baker Center for Science and Mathematics,2,"1,000.12",115500-CSM-Physics,210 - Teaching Lab,24,01 Tbl/Ch,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200273-00.Room%20Photo1.172922.jpg&appVersion=1.000082&signature=f88a51b92c34017f72b4c54b96097b7a0ae316115671d50699cea86879cf2ce2,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200273-00.Room%20Photo2.172922.jpg&appVersion=1.000082&signature=1bf62393e273d45cacdec4f57aad66a41f4c8c7bfde55cb19025c293a15c3614,,,,
180-0 0274-00,Warren J. Baker Center for Science and Mathematics,2,368.67,115500-CSM-Physics,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,Missing door signage,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200274-00.Room%20Photo1.173527.jpg&appVersion=1.000082&signature=8cb173e25d6b7c2bf1696047ffbc3b1d5cdd0d9ea1388f866785ae2dfc34674c,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200274-00.Room%20Photo2.173527.jpg&appVersion=1.000082&signature=d42c1675c258b959f608c58bf7713049fcc07c31cafe5171c8267859d2b95ffd,,,"Ríos, Laura (CSM-PHYS)",
180-0 0274-A0,Warren J. Baker Center for Science and Mathematics,2,537.92,115500-CSM-Physics,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200274-A0.Room%20Photo1.173639.jpg&appVersion=1.000082&signature=1aa7145de6006914cdbb441c47a44dfc9f71634bffd315fa0b92c39a45bbbc9b,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200274-A0.Room%20Photo2.173639.jpg&appVersion=1.000082&signature=f3b30b4fe7d1138a10380817fcaf4e64ef20cb458ca35b64b4595a99c0a82f50,,,,
180-0 0276-00,Warren J. Baker Center for Science and Mathematics,2,"1,074.38",115500-CSM-Physics,210 - Teaching Lab,24,01 Tbl/Ch,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200276-00.Room%20Photo1.173222.jpg&appVersion=1.000082&signature=c8e509bea2ac5a57ce36b654e0f3ebc366b0d1b6ecb88f4d3cd9a2984d5d908b,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200276-00.Room%20Photo2.173222.jpg&appVersion=1.000082&signature=348d24d56f0b6de962439b23946ab56fcb694c1e415fe930074439c7709839a9,,,,
180-0 0304-00,Warren J. Baker Center for Science and Mathematics,3,891.93,115200-CSM-Chemistry & Biochemistry,651 - Collaborative Learning/Study,30,01 Tbl/Ch,7 Library + Study Space,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200304-00.Room%20Photo1.200721.jpg&appVersion=1.000082&signature=d558c3b07ea2e62a863b9f3e67f892a265460ecacc59cd9c141c1c99fafff21c,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200304-00.Room%20Photo2.200721.jpg&appVersion=1.000082&signature=f3eba343773382d37e62d7166d5ee27cbefb5aee00e317bf9addb24064c352dc,,,,
180-0 0304-A0,Warren J. Baker Center for Science and Mathematics,3,108.59,115200-CSM-Chemistry & Biochemistry,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200304-A0.Room%20Photo1.200836.jpg&appVersion=1.000082&signature=15b0307723cb17c1b9e04d2714ed859e309c1fc098ad6ea80d56f9c0a2abe5dd,,,,"Zoerb, Matthew (CSM-CHEM)",
180-0 0304-B0,Warren J. Baker Center for Science and Mathematics,3,108.59,115200-CSM-Chemistry & Biochemistry,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,Shared with Derek Gragson,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200304-B0.Room%20Photo1.201003.jpg&appVersion=1.000082&signature=d174fcf5c4a19a88ef384fc70af3360f109559430cada26baedb45a364cc5717,,,,"Neff, Grace (CSM-CHEM)",
180-0 0270-00,Warren J. Baker Center for Science and Mathematics,2,"1,008.55",115500-CSM-Physics,210 - Teaching Lab,24,01 Tbl/Ch,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200270-00.Room%20Photo1.172028.jpg&appVersion=1.000082&signature=91e5f311c492798c18eac0b137a1508ac4f988f9a8d8f093ca653bc113958e2f,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200270-00.Room%20Photo2.172029.jpg&appVersion=1.000082&signature=16b9a4d91299c7cf5ca99335946f7f06afe5b414f6743a4f89757f8cd53447d1,,,,
180-0 0304-C0,Warren J. Baker Center for Science and Mathematics,3,102.33,115200-CSM-Chemistry & Biochemistry,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200304-C0.Room%20Photo1.201122.jpg&appVersion=1.000082&signature=f605cae738302e54598bf0747835056dfd521546b7a3cdefc501c08f1efb3598,,,,"Immoos, Chad (CSM-CHEM)",
180-0 0261-00,Warren J. Baker Center for Science and Mathematics,2,"1,498.17",115500-CSM-Physics,210 - Teaching Lab,36,01 Tbl/Ch,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200261-00.Room%20Photo1.170952.jpg&appVersion=1.000082&signature=df135ac62a103bc0d3f6c0320173b8420699001dd4a9150dab81c52e2cf09e41,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F180-0%2F180-0%200261-00.Room%20Photo2.170952.jpg&appVersion=1.000082&signature=92c851a363a5bba52dda8cbc3cc37f2bc89e88c2b8d4f1d41a60c7986c3f7f77,,,,
